Sender,Subject,Label,predicted_risk_level,predicted_risk_score,certainty_level,coordination_explanation,linguistic_risk_score,linguistic_certainty,technical_risk_score,technical_certainty,threat_intel_risk_score,threat_intel_certainty,processing_time_seconds,processed_timestamp,sender_missing,status
,"online credit repair , approved by bureaus ! 24625",0,MEDIUM,0.65994,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to linguistic red flags. The Linguistic Agent identified several concerning factors, including excessive punctuation and capitalization in the subject line, numerous grammatical errors, and a claim of the email address being obtained from a purchased list, all contributing significantly to the overall risk score. While the Technical Validation and Threat Intelligence agents did not find conclusive evidence of malicious intent, the strong indicators from the Linguistic Agent suggest that this email warrants caution. The convergence of these linguistic indicators points towards a likely phishing attempt, despite the lack of technical or threat intelligence corroboration.",0.9999,DEFINITIVE,0.3,INCONCLUSIVE,0.0,INCONCLUSIVE,22.89,2025-11-17T04:32:20.148096,True,success
,eastrans nomination change effective 9 / 13 / 00,0,MEDIUM,0.4,LOW,"Email security analysis completed. Risk Score: 0.40 (MEDIUM). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.5,MEDIUM,0.0,INCONCLUSIVE,0.5,LOW,14.05,2025-11-17T04:32:48.579567,True,success
EMAIL SERVER,Deactivation Request In Progress For jose@monkey.org,1,MEDIUM,0.59982,DEFINITIVE,"Email security analysis completed. Risk Score: 0.60 (MEDIUM). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.9997,DEFINITIVE,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,25.8,2025-11-17T04:33:14.380284,False,success
"""monkey.org""",Action Required - WARNING !!!,1,LOW,0.1,INCONCLUSIVE,"Based on the email security analysis, the overall risk assessment for this email is low, with a risk score of 0.10 and an inconclusive certainty level. The primary contributing factor to this score is the Technical Validation Agent, which flagged the email due to the sender's domain age (monkey.org) being only 30 days old, indicating a potential risk. Although the Linguistic Agent did not detect any phishing language and the Threat Intelligence Agent found no matches in known malware databases, the combination of the young domain age and the urgent subject line (""Action Required - WARNING !!!"") led to the low risk assessment. The different indicators converge on the fact that while the email's content may not be explicitly malicious, the technical aspects warrant caution.",0.0,INCONCLUSIVE,0.5,INCONCLUSIVE,0.0,INCONCLUSIVE,17.84,2025-11-17T04:33:50.783463,False,success
,deal 709296 astra,0,LOW,0.1,INCONCLUSIVE,"Based on the email security analysis, the overall risk assessment for this email is low, with an inconclusive certainty level. The primary contributing factor to this assessment is the Threat Intelligence Agent, which identified a risk score of 0.50 due to the email's URL matching known malware databases, although the certainty of this match is low. The Linguistic and Technical Validation Agents both returned inconclusive results, with risk scores of 0.00, indicating no suspicious language or technical irregularities. The convergence of these indicators suggests that while there is a potential threat, the evidence is not strong enough to definitively classify the email as malicious.",0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,0.5,LOW,7.93,2025-11-17T04:34:51.074740,True,success
,"shell meters , effective 9 / 28 / 00",0,LOW,0.06,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.06 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.3,LOW,0.0,LOW,14.73,2025-11-17T04:35:05.808714,True,success
roundcube,lire les messages bloqus,1,MEDIUM,0.59988,DEFINITIVE,"Based on the email security analysis, this message has been assessed as a MEDIUM risk with DEFINITIVE certainty, primarily due to linguistic indicators of phishing. The Linguistic Agent identified several red flags, including high urgency language threatening automatic deletion, a request to take action (liberating emails), and a generic greeting with mention of a quarantine system requiring manual intervention. While the Technical Validation and Threat Intelligence agents did not find conclusive evidence, the strong linguistic indicators alone contribute significantly to the overall risk score. The convergence of these factors suggests a likely phishing attempt, despite the lack of technical or intelligence-based corroboration.",0.9998,DEFINITIVE,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,17.68,2025-11-17T04:35:35.228417,False,success
,start date : 12 / 13 / 01 ; hourahead hour : 19 ;,0,MEDIUM,0.4599999999999999,LOW,"Based on the email security analysis, this email presents a medium risk, primarily due to its unusual formatting, nonsensical content, and low confidence score from the BERT language model, as identified by the Linguistic Agent. The Threat Intelligence Agent also contributed to this assessment, finding low-certainty indicators that the email's characteristics match some known threats. Although the Technical Validation Agent's findings were inconclusive, the convergence of linguistic red flags and potential threat intelligence matches suggests that this email warrants caution. The overall certainty of this assessment is low, however, due to the inconclusive technical validation and low certainty in the threat intelligence findings.",0.5,MEDIUM,0.3,INCONCLUSIVE,0.5,LOW,30.28,2025-11-17T04:36:05.506582,True,success
,information please,0,MEDIUM,0.5999270439147949,DEFINITIVE,"Email security analysis completed. Risk Score: 0.60 (MEDIUM). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.9998784065246582,DEFINITIVE,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,31.6,2025-11-17T04:36:37.166284,True,success
"""monkey.org Server Administrator""",Password Expired - monkey.org,1,MEDIUM,0.69628,DEFINITIVE,"Email security analysis completed. Risk Score: 0.70 (MEDIUM). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.9938,DEFINITIVE,0.0,INCONCLUSIVE,0.5,LOW,27.82,2025-11-17T04:37:16.840439,False,success
"""IT Support|monkey.org""",jose Account Cancellation Request 10/18/2023 6:32:27 a.m.,1,LOW,0.1,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.10 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,0.5,LOW,20.81,2025-11-17T04:37:47.598703,False,success
,very uuseful,0,MEDIUM,0.59994,DEFINITIVE,"Email security analysis completed. Risk Score: 0.60 (MEDIUM). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.9999,DEFINITIVE,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,14.07,2025-11-17T04:39:29.490800,True,success
,"re : status - "" pcg wish list """,0,LOW,0.3,LOW,"Email security analysis completed. Risk Score: 0.30 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.5,LOW,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,23.53,2025-11-17T04:40:33.581870,True,success
,met office presentation . . .,0,LOW,0.06,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.06 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.3,LOW,0.0,INCONCLUSIVE,25.67,2025-11-17T04:41:24.746750,True,success
DOCUSIGN,You have a Document Via DOCUSIGN,1,MEDIUM,0.56652,DEFINITIVE,"Email security analysis completed. Risk Score: 0.57 (MEDIUM). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.9442,DEFINITIVE,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,18.13,2025-11-17T04:42:20.865532,False,success
,new profile ( otcbb : cinm ) the stock to watch,0,LOW,0.06,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.06 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.3,INCONCLUSIVE,0.0,INCONCLUSIVE,49.03,2025-11-17T04:43:25.647798,True,success
NTFX,NET FIIX has invited you to the client portal,1,MEDIUM,0.69982,DEFINITIVE,"Email security analysis completed. Risk Score: 0.70 (MEDIUM). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.9997,DEFINITIVE,0.5,INCONCLUSIVE,0.0,INCONCLUSIVE,24.65,2025-11-17T04:43:50.296482,False,success
,fw : bouncing above oil - cera monthly briefing,0,LOW,0.06,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.06 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.3,INCONCLUSIVE,0.0,INCONCLUSIVE,15.8,2025-11-17T04:44:58.160072,True,success
,re : ken lay ' s speech,0,LOW,0.3,LOW,"Based on the email security analysis, the overall risk assessment is low, with a risk score of 0.30 and low certainty. The primary contributing factor to this score is the Linguistic Agent, which detected mentions of financial information and an attachment, although it did not find clear urgency or fear tactics. The Technical Validation and Threat Intelligence agents did not contribute to the risk score, as they found no technical red flags or matches in known threat databases. The convergence of indicators here is that while the linguistic content raised some concerns, the lack of technical or intelligence-based threats lowered the overall risk assessment.",0.5,MEDIUM,0.0,INCONCLUSIVE,0.0,LOW,18.35,2025-11-17T04:45:27.378490,True,success
Team,Last Reminder!!!,1,LOW,0.1,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.10 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,0.5,LOW,6.25,2025-11-17T04:45:33.630835,False,success
,windows xp pro for $ 50,0,MEDIUM,0.65994,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to strong indicators of a phishing attempt. The Linguistic Agent identified high-confidence phishing language, suspicious intent, and urgent intent, contributing significantly to the overall risk score. While the Technical Validation and Threat Intelligence agents did not find conclusive evidence, the compelling linguistic indicators suggest that this email is likely a phishing attempt, warranting caution and further investigation.",0.9999,DEFINITIVE,0.3,INCONCLUSIVE,0.0,INCONCLUSIVE,50.73,2025-11-17T04:46:24.360367,True,success
,"hpl nom for sept . 7 , 2000",0,LOW,0.3,LOW,"Email security analysis completed. Risk Score: 0.30 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.5,LOW,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,17.57,2025-11-17T04:47:19.456966,True,success
"""WellsFargo Bank Review (via Google Drive)""","Item shared with you: ""Collaborative Security: Your Role in Preventing Unauthorized Access""",1,LOW,0.1,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.10 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,0.5,LOW,23.5,2025-11-17T04:48:12.855924,False,success
Mail Delivery System,Email Notification: You have (5) pending messges,1,LOW,0.02,LOW,"Email security analysis completed. Risk Score: 0.02 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.1,DEFINITIVE,0.0,INCONCLUSIVE,18.55,2025-11-17T04:48:44.684316,False,success
,from wellesley,0,LOW,0.3,LOW,"Email security analysis completed. Risk Score: 0.30 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.5,MEDIUM,0.0,INCONCLUSIVE,0.0,LOW,19.93,2025-11-17T04:49:04.613800,True,success
,energy derivatives / electric power seminars - houston,0,LOW,0.06,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.06 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.3,INCONCLUSIVE,0.0,LOW,37.37,2025-11-17T04:49:41.981158,True,success
"""monkey.org - Server Administrator""",Server monkey.org - Expired 15 Apr 2024,1,LOW,0.1,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.10 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.5,INCONCLUSIVE,0.0,INCONCLUSIVE,24.17,2025-11-17T04:50:06.154518,False,success
,revised list,0,LOW,0.06,INCONCLUSIVE,"Based on the email security analysis, the overall risk assessment for this email is low, with a risk score of 0.06 and an inconclusive certainty level. The primary contributing factor to this score is the Technical Validation Agent, which flagged potential concerns with a risk score of 0.30, primarily due to the sender's domain age being relatively new (registered within the last 6 months). While the Linguistic Agent found no phishing language and the Threat Intelligence Agent found no matches in known malware databases, the convergence of the low domain age and the inconclusive results from other agents led to the final assessment. The low risk score suggests that this email is likely safe, but the inconclusive certainty level indicates that further investigation may be warranted to ensure its legitimacy.",0.0,INCONCLUSIVE,0.3,INCONCLUSIVE,0.0,INCONCLUSIVE,18.59,2025-11-17T04:50:29.084868,True,success
,your pharmacy nx,0,MEDIUM,0.59994,DEFINITIVE,"Email security analysis completed. Risk Score: 0.60 (MEDIUM). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.9999,DEFINITIVE,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,18.76,2025-11-17T04:51:20.093871,True,success
,computer software for you - moresby,0,LOW,0.06,INCONCLUSIVE,"Based on the email security analysis, the overall risk assessment for this email is low, with a risk score of 0.06 and an inconclusive certainty level. The primary contributing factor to this score is the Technical Validation Agent, which flagged potential concerns with a risk score of 0.30, likely due to the email's technical characteristics such as headers or attachments. The Linguistic Agent found no phishing language or suspicious content, and the Threat Intelligence Agent did not find any matches in known malware databases or threat intelligence feeds. While the Technical Validation Agent raised some flags, the lack of corroborating evidence from the other agents resulted in an overall low risk assessment.",0.0,INCONCLUSIVE,0.3,INCONCLUSIVE,0.0,INCONCLUSIVE,17.94,2025-11-17T04:52:58.958003,True,success
,new carthage phys product for eol,0,LOW,0.06,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.06 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.3,LOW,0.0,INCONCLUSIVE,18.11,2025-11-17T04:53:45.978078,True,success
"""monkey.org""",Virus Detection Notices In Your Email Account,1,MEDIUM,0.594,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to strong indicators of a phishing attempt. The Linguistic Agent identified high-confidence phishing language, including urgency and fear tactics such as threats of account suspension and mention of virus activities, contributing significantly to the overall risk score. Although the Technical Validation and Threat Intelligence Agents did not find conclusive evidence, the compelling linguistic indicators suggest that this email is likely a phishing attempt aimed at manipulating the recipient into taking urgent action. The convergence of these linguistic factors, despite the lack of technical or intelligence-based findings, underscores the importance of scrutinizing email content for manipulative language and threats.",0.99,DEFINITIVE,0.0,INCONCLUSIVE,0.0,LOW,36.22,2025-11-17T04:54:31.786276,False,success
,"bearish pressure on prices to resume , with an end to cold weather",0,LOW,0.1,INCONCLUSIVE,"Based on the email security analysis, the overall risk assessment is low, with an inconclusive certainty level, indicating that the email is likely safe but requires further review. The primary contributing factor to this assessment is the Threat Intelligence Agent, which identified a low-certainty risk due to the email's URL matching entries in known malware databases. While the Linguistic and Technical Validation Agents found no significant risks, the convergence of the Threat Intelligence Agent's findings with the email's unusual subject line and internal sender address warrants cautious consideration. Specifically, the Threat Intelligence Agent's risk score of 0.50, combined with the low certainty level, suggests that although there is some potential for threat, the evidence is not strong enough to definitively classify the email as malicious.",0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,0.5,LOW,10.22,2025-11-17T04:54:42.010674,True,success
DONOTREPLY@TRINITY-HEALTH.ORG,New message,1,LOW,0.3,LOW,"Based on the email security analysis, the overall risk assessment is low, with a risk score of 0.30 and low certainty. The primary contributing factor to this assessment is the linguistic content, which the Linguistic Agent flagged as suspicious due to generic greetings, a request to access another person's account, and an urgent call to action, although no specific phishing indicators were detected by the BERT model. The Technical Validation and Threat Intelligence agents did not find any conclusive evidence, such as malicious URLs or domain reputation issues, to support or refute the linguistic findings. Therefore, while the email exhibits some concerning language patterns, the lack of technical or intelligence-based indicators results in an overall low-risk assessment.",0.5,MEDIUM,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,21.78,2025-11-17T04:55:43.656023,False,success
cPanel,Email Verification Required for jose@monkey.org,1,MEDIUM,0.55494,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to linguistic indicators suggesting a phishing attempt. The Linguistic Agent identified high urgency, authority impersonation, and fear tactics, contributing significantly to the overall risk score. While the Technical Validation and Threat Intelligence agents did not find conclusive evidence, the linguistic red flags alone warrant caution, as they align with common phishing strategies designed to manipulate users into urgent actions. The email's subject and content, combined with the high confidence level of the Linguistic Agent, suggest a potential attempt to impersonate a legitimate service provider to steal sensitive information.",0.9249,DEFINITIVE,0.0,INCONCLUSIVE,0.0,LOW,22.5,2025-11-17T04:56:06.157606,False,success
,"hpl nom for june 8 , 2000",0,LOW,0.06,INCONCLUSIVE,"Based on the email security analysis, the overall risk assessment for this email is low, with a risk score of 0.06 and an inconclusive certainty level. The primary contributing factor to this score is the Technical Validation Agent, which flagged potential concerns with a risk score of 0.30 and low certainty, likely due to the email's unusual subject line format and the sender's internal domain. While the Linguistic Agent found no phishing language and the Threat Intelligence Agent found no matches in known malware databases, the combination of the email's technical anomalies and the sender's internal domain warrants further investigation. The low risk score and inconclusive certainty level suggest that this email is likely benign, but users should remain cautious and verify the email's legitimacy before taking any action.",0.0,INCONCLUSIVE,0.3,LOW,0.0,INCONCLUSIVE,14.51,2025-11-17T04:56:30.814975,True,success
,we are the best qns,0,MEDIUM,0.65994,DEFINITIVE,"Email security analysis completed. Risk Score: 0.66 (MEDIUM). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.9999,DEFINITIVE,0.3,INCONCLUSIVE,0.0,LOW,40.5,2025-11-17T04:57:11.316555,True,success
,3 / 1 / 2000 noms,0,LOW,0.1,INCONCLUSIVE,"Based on the email security analysis, the overall risk assessment for this email is low, with an inconclusive certainty level. The primary contributing factor to this assessment is the Threat Intelligence Agent, which identified a risk score of 0.50 due to the email's URL matching entries in known malware databases, although the certainty of this match is low. The Linguistic and Technical Validation Agents both returned inconclusive results with no significant findings, indicating that the email's content and technical aspects do not exhibit typical phishing or malicious characteristics. The convergence of these indicators suggests that while there is a minor potential risk due to the URL match, the overall email does not present a high threat level.",0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,0.5,LOW,19.5,2025-11-17T04:57:30.819816,True,success
,meter 6315,0,LOW,0.36,LOW,"Email security analysis completed. Risk Score: 0.36 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.5,MEDIUM,0.3,INCONCLUSIVE,0.0,LOW,34.12,2025-11-17T04:58:04.945254,True,success
"""supervisor@alreaaiaa.net""",Final Remainder: Password Expiry Alert RefID: L5B34H7BHPS2ZVYKBF3Y64GDVWAAG8S0E,1,LOW,0.16,INCONCLUSIVE,"Based on the email security analysis, the overall risk assessment for this email is low, with an inconclusive certainty level. The primary contributing factors to this assessment are the technical validation and threat intelligence indicators, with the Linguistic Agent finding no significant risks. The Technical Validation Agent identified some concerning elements, while the Threat Intelligence Agent found that the sender's domain (alreaaiaa.net) is relatively new (registered within the last 30 days) and has no established reputation, which is often a red flag. Additionally, the URL in the email was not found in known malware databases, contributing to the lower risk score. The convergence of these indicators suggests that while there are some potential concerns, they are not strong enough to definitively classify this email as malicious.",0.0,INCONCLUSIVE,0.3,INCONCLUSIVE,0.5,LOW,21.51,2025-11-17T04:58:26.457748,False,success
"""monkey.org""",jose@monkey.org - YOU HAVE TWO NEW INCOMING FAX DOCUMENTS,1,MEDIUM,0.5922,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to linguistic indicators suggesting a phishing attempt. The Linguistic Agent identified high urgency language, a request for login credentials, and an inconsistent sender domain ('monkey.org'), contributing significantly to the overall risk score. Although the Technical Validation and Threat Intelligence Agents did not find conclusive evidence, the strong linguistic indicators alone warrant caution. The convergence of these factors, particularly the urgent language and credential request, strongly suggests this email is an attempt to trick you into revealing sensitive information.",0.987,DEFINITIVE,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,12.5,2025-11-17T04:59:08.339709,False,success
ICANN Domain Validation,Action Required: Domain owner validation for monkey.org user(s),1,MEDIUM,0.5996598601341248,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to strong indicators of a phishing attempt. The Linguistic Agent identified high-confidence phishing language, including urgency tactics and impersonation of ICANN, contributing significantly to the overall risk score. Although the Technical Validation and Threat Intelligence agents did not find conclusive evidence, the linguistic red flags alone warrant caution. The email's use of urgency and impersonation, coupled with the Linguistic Agent's high confidence (0.9994), suggests a targeted phishing attempt.",0.9994331002235411,DEFINITIVE,0.0,INCONCLUSIVE,0.0,LOW,35.96,2025-11-17T05:00:04.602220,False,success
"""Geek<>Squad Support-Team +1-813-776-1410 via DocuSign""",Payment Received [PP190208843783] Geek^^Squad+1-813-776-1410,1,MEDIUM,0.59964,DEFINITIVE,"Email security analysis completed. Risk Score: 0.60 (MEDIUM). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.9994,DEFINITIVE,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,46.63,2025-11-17T05:00:51.235821,False,success
"""Charles Schwab Alerts."" <7bVRtHJrIs@pacificfirst.com>",Account Activation at Charles Schwab.,1,MEDIUM,0.6597599999999999,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to the linguistic content. The Linguistic Agent identified high urgency, authority impersonation, and fear tactics, contributing significantly to the overall risk score. The Technical Validation Agent found no red flags, and the Threat Intelligence Agent did not find any matches in known threat databases, but the combination of phishing language and the impersonation of a trusted entity like Charles Schwab raises concerns. The sender's domain age and the lack of technical indicators make this a likely phishing attempt, as the email aims to manipulate the recipient into urgent action.",0.9996,DEFINITIVE,0.3,INCONCLUSIVE,0.0,INCONCLUSIVE,21.62,2025-11-17T05:01:38.668822,False,success
JPMorganchase Fraud-Prevention,"Your Chase Account Needs Verification Tuesday, November 5, 2024 5:38 p.m.",1,LOW,0.04,LOW,"Based on the email security analysis, the overall risk assessment for this email is low, with a risk score of 0.04 and low certainty. The primary contributing factor to this score is the Technical Validation Agent, which identified a slight risk due to the sender's domain age being relatively new, suggesting potential spoofing attempts. Although the Linguistic Agent found no phishing language and the Threat Intelligence Agent did not find any matches in known malware databases, the convergence of these indicators highlights that while the email may not be immediately dangerous, it warrants caution. The low risk score is primarily driven by the technical indicators, but the inconclusive results from the other agents suggest that further scrutiny may be necessary.",0.0,INCONCLUSIVE,0.2,DEFINITIVE,0.0,INCONCLUSIVE,23.74,2025-11-17T05:02:09.420500,False,success
,cristina call your sister to do it .,0,MEDIUM,0.59994,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level. The primary contributing factor is the linguistic content, as the Linguistic Agent detected a nonsensical subject line, random text strings, and a high BERT model confidence (0.9999) for phishing. Although the Technical Validation and Threat Intelligence agents did not find any significant issues, the strong linguistic indicators suggest that this email is likely a phishing attempt. The convergence of these factors, particularly the high confidence in the linguistic model, warrants further investigation and caution.",0.9999,DEFINITIVE,0.0,INCONCLUSIVE,0.0,LOW,31.17,2025-11-17T05:02:40.590095,True,success
"""monkey.org""",Secure Alert For jose@monkey.org,1,MEDIUM,0.5993999999999999,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to strong indicators of a phishing attempt. The Linguistic Agent identified high-confidence phishing language, including urgency tactics and authority impersonation, contributing significantly to the overall risk score. Although the Technical Validation and Threat Intelligence agents did not find conclusive evidence, the linguistic red flags alone warrant caution. The email's claim to be from ""monkey.org"" security, combined with the urgent request to verify ownership, aligns with common phishing strategies, making this a credible threat.",0.999,DEFINITIVE,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,22.36,2025-11-17T05:03:02.946970,False,success
,re : the national forum on corporate finance,0,LOW,0.06,INCONCLUSIVE,"Based on the email security analysis, the overall risk assessment for this email is low, with a risk score of 0.06 and an inconclusive certainty level. The primary contributing factor to this score is the Technical Validation Agent, which flagged the email with a low certainty due to technical inconsistencies, while the Linguistic and Threat Intelligence Agents found no significant issues. The Technical Validation Agent detected anomalies in the email's technical structure, and although the Threat Intelligence Agent did not find any matches in known threat databases, the convergence of these indicators suggests a low-level concern. Specific evidence includes the low-risk score from the Technical Validation Agent and the inconclusive results from the other agents, indicating that while there are some technical irregularities, they do not present a high level of threat.",0.0,INCONCLUSIVE,0.3,LOW,0.0,INCONCLUSIVE,15.92,2025-11-17T05:03:18.901512,True,success
,fw : today ' s direct access decision,0,LOW,0.16,INCONCLUSIVE,"Based on the email security analysis, the overall risk assessment is low, with an inconclusive certainty level, indicating that the email may not be malicious but warrants further scrutiny. The primary contributing factors to this assessment are the technical validation and threat intelligence agents, with the latter identifying a URL that matches known malware databases, while the technical validation agent flagged some inconsistencies. Although the linguistic agent found no phishing language, the convergence of technical and threat intelligence indicators suggests potential risks. Specific evidence supporting this includes the threat intelligence agent's low certainty level and the technical validation agent's moderate risk score, despite the overall low risk score of 0.16.",0.0,INCONCLUSIVE,0.3,INCONCLUSIVE,0.5,LOW,22.56,2025-11-17T05:03:42.956629,True,success
"""monkey.org""",(2) massage inbox failed email deliveries,1,MEDIUM,0.59988,DEFINITIVE,"Based on the email security analysis, this email presents a medium risk, with a definitive certainty level, primarily due to strong linguistic indicators of a phishing attempt. The Linguistic Agent identified high-confidence markers of phishing language, suspicious intent, and urgency, contributing significantly to the overall risk score. While the Technical Validation and Threat Intelligence agents did not find conclusive evidence, the convergence of linguistic indicators strongly suggests a potential phishing attempt. The email's subject line and sender domain, along with the linguistic patterns, align with common phishing tactics, warranting caution.",0.9998,DEFINITIVE,0.0,INCONCLUSIVE,0.0,INCONCLUSIVE,26.02,2025-11-17T05:04:42.243094,False,success
,re : go entire wknd ! luge,0,LOW,0.06,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.06 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.3,LOW,0.0,INCONCLUSIVE,14.94,2025-11-17T05:04:57.185493,True,success
Team,Notice: Password Expiry Notice,1,MEDIUM,0.6475,MEDIUM,"Based on the email security analysis, this email presents a medium risk, primarily due to strong indicators of phishing detected by the Linguistic Agent. The Linguistic Agent identified authority impersonation, urgency tactics, and suspicious intent with high confidence (0.9125), contributing significantly to the overall risk score. While the Technical Validation and Threat Intelligence agents did not find conclusive evidence, the linguistic red flags alone warrant caution, as they converge to suggest a potential phishing attempt. The email claims to be from the Webmail monkey.org Server Admin and pressures the user to validate their mailbox for security, which is a common phishing tactic.",0.9125,HIGH,0.5,INCONCLUSIVE,0.0,INCONCLUSIVE,36.77,2025-11-17T05:05:33.959213,False,success
"""monkey.org Notification""",jose@monkey.org (03) Incoming failed messages,1,LOW,0.1,INCONCLUSIVE,"Email security analysis completed. Risk Score: 0.10 (LOW). Multiple security agents analyzed this email using ML models, infrastructure validation, and threat intelligence databases. See detailed findings below for specific risk indicators.",0.0,INCONCLUSIVE,0.5,INCONCLUSIVE,0.0,LOW,45.39,2025-11-17T05:06:19.346288,False,success
